2017,Porsche,Panamera Turbo,6,8,6,6,6,32,7,7,9,6,6,35,67,22:55,https://www.youtube.com/watch?v=Wlk5OB9tYs0,Warrington,Pennsylvania,Germany
2017,Bentley,Bentayga,5,8,5,6,6,30,6,9,9,8,5,37,67,9:40,https://www.youtube.com/watch?v=CkavWDFhDw4,Golden Valley,Minnesota,UK
2020,Porsche,911 C2S Manual,7,8,8,8,6,37,7,5,9,3,6,30,67,13:14,https://www.youtube.com/watch?v=UcSyy-xUjvw,San Diego,California,Germany
2021,Mercedes-Maybach,S580,6,7,5,5,6,29,9,9,9,5,5,37,66,28:09,https://www.youtube.com/watch?v=6rTlqIkhng4,San Diego,California,Germany
2021,Mercedes - Benz,S580,6,7,5,5,5,28,9,9,9,5,6,38,66,33:32,https://www.youtube.com/watch?v=usGnLmBYcjw&t=93s,Newport Beach,California,Germany
2014,Ferrari,FF,5,9,7,7,7,35,5,6,7,5,8,31,66,26:01,https://www.youtube.com/watch?v=5U6LazomndQ&t=19s,San Diego,California,Italy
2020,Polestar,1,8,7,6,7,7,35,8,7,7,4,5,31,66,27:35,https://www.youtube.com/watch?v=ibNs12W2hUk,San Diego,California,Sweden
2018,Aston Martin,Lagonda Taraf,10,7,6,6,9,38,5,7,7,5,4,28,66,29:53,https://www.youtube.com/watch?v=XUmjYkODF3Y,Los Angeles,California,UK
2021,Lexus,LC500 Convertible,8,7,6,6,6,33,8,6,10,3,6,33,66,27:58,https://www.youtube.com/watch?v=pTb_cOYQctc,San Diego,California,Japan
2020,Porsche,718 Cayman GT4,6,7,9,10,6,38,6,4,9,2,7,28,66,24:11,https://www.youtube.com/watch?v=N4fHEYKVyuE,San Diego,California,Germany
2020,Range Rover,Velar SV Autobiography,7,7,6,6,6,32,8,6,6,8,6,34,66,23:56,https://www.youtube.com/watch?v=-lU5E29cCiM,San Diego,California,UK
2020,BMW,M8 Competition,7,9,7,6,6,35,8,7,7,4,5,31,66,23:17,https://www.youtube.com/watch?v=fFfXIAcqhLE,Santa Ana,California,Germany
2020,BMW,X3M Competition,6,8,6,7,5,32,7,6,7,8,6,34,66,11:27,https://www.youtube.com/watch?v=j-phAYcnNpE&t=95s,Santa Ana,California,Germany
2019,McLaren,600LT,7,10,10,10,7,44,6,2,6,2,6,22,66,22:42,https://www.youtube.com/watch?v=KfdrS_HbB6c,San Diego,California,UK
2019,Cadillac,CTS-V,7,8,6,7,6,34,7,7,7,5,6,32,66,21:33,https://www.youtube.com/watch?v=MuqMjucmMqk,Tustin,California,USA
2018,Jaguar,I-Pace,6,7,5,6,5,29,8,7,6,9,7,37,66,26:49,https://www.youtube.com/watch?v=mA0PpOxnU7w,Carlsbad,California,UK
2019,BMW,M850i,7,8,7,6,6,34,8,7,7,4,6,32,66,22:14,https://www.youtube.com/watch?v=NDeTFbI_fkM,Santa Ana,California,Germany
2018,Rolls-Royce,Dawn,6,7,5,6,7,31,8,10,9,4,4,35,66,8:19,https://www.youtube.com/watch?v=fiwPDC5Luyg,La Jolla,California,UK
2020,Alfa Romeo,Stelvio Quadrifoglio,7,8,6,7,6,34,6,6,6,8,6,32,66,13:21,https://www.youtube.com/watch?v=3u1r-1dL5OM&t=720s,San Diego,California,Italy
2018,Alfa Romeo,Stelvio Quadrifoglio,7,8,6,7,6,34,6,6,6,8,6,32,66,22:23,https://www.youtube.com/watch?v=zwaAfpo9cvs,Bethesda,Maryland,Italy
2017,Acura,NSX,8,9,8,8,7,40,6,4,8,2,6,26,66,15:48,https://www.youtube.com/watch?v=Qi6UF2KfNac,Montclair,New Jersey,Japan
2017,Aston Martin,DB11,8,8,7,7,7,37,6,6,8,4,5,29,66,12:17,https://www.youtube.com/watch?v=zN8DGSswGDo&t=3s,Summit,New Jersey,UK
